id	coder	content_type	culture	extract	Conflict	Evidence_Mental_Illness	Evidence_of_burdensomeness	Fitness_threat	High_RP	Low_RP	Low_lethality	Married	Motive_better_off_kin	Motive_harm_others	Motive_leverage	Motive_make_others_better_off	Outcome_better_off	Outcome_change	Outcome_others_harmed	Public_SB	SA_fitness	aggression	powerlessness
43	syme	Case	Igbo	"Bridegroom Commits Suicide It was a tragic end of a marriage ceremony, at Umunze in Aguata local government area of Anambra State, over the weekend, when a 30-year old bridegroom committed suicide, on the eve of his traditional marriage ceremony. The man from Umucheke quarters of Ururo village, Umunze, had on the fateful Saturday morning, given his elder brother some 1500 naira [Nigerian currency, then exchanging at a rate of 3 naira: 1 US dollar] being the bride price he intended paying during the ceremony. The elder brother, in expressing his happiness over the marriage, asked his deceased younger brother to keep back his money and that as he was taking a position as the father, he would pay the bride price. Arrangement concluded, the deceased went to take his bath while his friends who would accompany him to the bride's house waited. As the man stayed longer at the 'bathroom,' the people forced the door open only to find the man hanging from the top of the roof. 'Daily Star' also gathered that, at the time of this discovery, the bride's family had concluded their own arrangements to welcome the suitor and his relations. Some elders who spoke to the 'Star' alleged that the deceased had been warned against the marriage because he had a wife of 'mermaid' contracted inside the water before his birth, but the man's relations did not believe. Also, his mother who owns a spiritual church in the area had allegedly assured the son of deliverance from the 'mermaid.' It was also gathered that the man went insane when he attempted to marry some years ago. He was cured but the marriage negotiations collapsed. --'Our Correspondent,' Daily Star (Nov. 16, 1987) This version of the male water marriage story is interesting for several reasons; notably that it combines elements of local, patrilineal culture (the interchange between senior and junior brother) with newer social and religious arrangements (the suicide's mother 'owns' a spiritual church and purports to exercise control over mermaids).16 In the first part of the story, the would-be bridegroom demonstrates his responsibility to his lineage senior by offering to pay a large sum of bridewealth. Considering what is revealed about his previous problems with marriage in the last paragraph, this gesture is not an empty one; it denotes a commitment to go through with the marriage for its own sake as well as for that of the lineage. The senior brother ('taking a position as the father') returns his younger brother's contribution and insists [p. 128] upon paying the bridewealth himself; showing that the marriage is of corporate, not only individual interest. It is also a token of corporate confidence in the ability of a lineage mate to get on successfully with the important business of marriage and the extension of the patrilineal compound. This is surely important, since we know that the younger brother has not been able to fulfill these lineage obligations previously. His elder brother is not only acting in loco parentis but telling his sibling that he is willing to display his confidence in the marriage before their (possibly nervous) future in-laws. (17) This confidence, as we see, is misplaced. Suicide is considered by Igbo-speaking peoples to be one of three unforgivable nso ani (abominations against the earth), along with wilful murder and stealing. Suicide is a shameful, public death that pollutes the entire lineage--necessitating, in the past, the destruction of the patrilineage compound and other property, as well as exile for lineage members. Hanging himself in the 'bathroom' is especially evocative: the erring 'wife' of a water spirit kills himself during his last connection with water and purification, just before he is to betray his mermaid with a human woman. Whether he 'met' the spirit in the bathroom when he poured out water in a basin--one of the ways that diviners 'call' Mami Wata into the world of human beings--or whether his impending state as 'wife' to a powerful spirit and husband to a human wife was simply too much of a contradictory one to bear, he was evidently forced into taking the tragic step. I rather think it was the poetic quality of the suicide (and the mermaid's revenge) that earned the story its front page status in the Daily Star. Instead of becoming ritually purified and prepared to step into one of the most important roles of an Igbo man, helping to extend the lineage through time and space, the bridegroom became nso (abominable) and effectively ended his participation in any lineage future. A suicide cannot become an ancestral force; in an older era, his body would be taken out and placed by strangers in ofia ojoo, 'the bad bush,' to decay ignominously with other evil objects and bodies. Although his Christianity might save him from this fate in late 1980s Nigeria, his body would still be treated without the respect accorded to that of a person who had died married and who could be buried properly by his wife and (especially) his children. And, as we have seen, his death could not even be kept private, but became a public spectacle for traders to talk about in the Onitsha and Enugu marketplaces--and for anthropologists to write about, as well. One fascinating twist to the suicidal bridegroom's tale is the importance of women in his life and death. It seems that he is caught between [p. 129] two spiritual forces: his mermaid spouse and his evangelical mother. In some sense, the story is really about two women--one a human, the other a spiritual force--testing their powers against each other through the person of a young man. I have argued elsewhere (Bastian 1992, chapter 3) that young men in contemporary Igbo society are often caught and used as pawns in esoteric battles waged by (usually male) elders, but there is another, well-known Igbo familial conflict echoed here--that between mother and daughter-in-law. As in most patrilineal societies where wives remain 'strangers' in their husband's lineage, a good deal of a woman's power in Igbo must be exercised either through her husband or her sons. Since husbands may have several wives or unofficial female spouses, maintaining control over a son can be less taxing than trying to hold sway over a fickle spouse. And, of course, the ideology of deference to husbands requires Igbo-speaking women to exercise great subtlety and tact in imposing their wills over those of their spouses. Controlling a son is both simpler and more rewarding over time; the husband is likely to die, and his authority can pass to his wife's male children. But there is always a potential fly in the mother's carefully tended ointment. The person who most threatens uterine authority is the daughter-in-law, the new woman/stranger in the lineage compound with a vested interest in the older woman's son. In the case above, where the daughter-in-law is a powerful, capricious spiritual force (and not even a girl who could be bullied or cajoled into submission), she offers more of a threat to her mother-in-law than might usually be expected. The mother and daughter-in-law struggle covertly outlined in the newspaper article was, perhaps, more grim than most--after all, we are told that the young man was married in the water 'before birth,' that he was, in effect, an ogbaanje mmili. His mother was thus faced with a mature and dangerous daughter-in-law almost before she had solidified her own position in her marital household, much less in her son's emotional life. The newspaper account is not detailed enough to give us the mother's biography, but I would not be surprised to learn that her interest in spiritual churches dated from the time when she discovered that her child had contracted a water marriage. Certainly she had every motivation not only to embrace charismatic Christianity but to master its secrets: her hold over an important part of her uterine family depended on it. Towards the end of her son's life, she was even willing to take on a human female rival--encouraging her son to marry outside of the water--in the (losing) battle against her mermaid in-law. This, too, has [p.130] its precedents in the annals of Igbo mothering, since an upstart daughter-in-law can often be deflated by bringing in a younger wife. Several women of my acquaintance in the late 1980s found their marital positions of power subverted by a clever, matchmaking mother-in-law. (18) Mami Wata and her kin are not so easily diminished, however. After driving her human spouse mad in punishment for the first offense--but then evidently relenting and allowing him to be 'cured'--the spirit took more direct action on the second. Dying before he could marry or sire children, the young bridegroom was separated out forever from his lineage; he cannot reincarnate as a human being; he becomes a wild, troublesome spirit who can never be satisfied. In short, he becomes more like his onye mmili (water spirit) wife and is lost to his mother (and his patriline) permanently. This Daily Star story was much discussed in the Onitsha markets where I did my fieldwork. The consensus among youthful male traders who make up the majority population in the market system was that the suicidal bridegroom 'did well' in trying to escape from his water spouse--but that his family was wrong to disbelieve in the mermaid's power. People working in markets are thought particularly susceptible to spiritual influence, since spiritual forces are drawn to the marketplace, and these traders believed very firmly in the existence of seductive mami watas and unquiet human ghosts. (19) They had little difficulty in believing that a man's water marriage was bound to conflict with his duties to his lineage and family life. After all, those who married to suit themselves in urban Onitsha were often accused of bringing in to their own lineages, at the very least, bad influences--and sometimes dangerous witches or spirit wives. Those traders divorced or separated from their 'city wives' were sometimes unsure whether their town elders (or mothers) were not correct in the assessment. At any rate, they had all experienced the desire of 'modern girls' for luxury goods, money, and monogamy (or sexual exclusiveness), and they equated that modernity with peril. Young male traders saw the world as being full of potential mermaids, and they took the newspaper account's lessons to heart: men caught up in the battles of women rarely profit. Even male kin solidarity cannot secure male fortune when the 'strangers' in their midst begin to make trouble. Notes (16). Mami Wata is often depicted in the iconography as a mermaid. Because of this, speakers of Nigerian English tend to refer to Mami Wata or, indeed, to any water spirit as a mermaid. (17). 'Traditional' ceremonies, also known in Nigerian English as 'wine-carryings,' do not generally take place unless the personal histories and family connections of both parties have been thoroughly investigated. A young man who has 'gone insane' at a previous wedding would not look to be the best possible candidate for alliance. We may speculate that a good deal of negotiation that is not discussed in the newspaper account must have occurred before the wine-carrying could go forward. (18). An African-American woman I knew in Port Harcourt became an unknowing senior wife in her own household when her mother-in-law brought her a new 'maid' to help out after the birth of a child. Some months later the maid was revealed to be pregnant as well--and maid, husband, and mother-in-law confessed that the mother-in-law paid the 'maid's' bridewealth before her 'employment' began. (19). Afia, or the Igbo marketplace, is the most open of spaces. Igbo-speaking peoples think that everyone and everything in the world eventually passes through their markets, and, indeed, the whole world may be thought of as a marketplace. One consequence of this understanding of the market's importance is that humans who frequent the markets inevitably come in contact with spirits. Spirits 'can't make things,' as one trader explained to me, but they are attracted to the things created by human beings--as well as by the spectacle of human life itself. They come to the marketplace to buy, steal, and barter with their human counterparts; they also come simply to watch people going about their business."	Evidence for	Evidence for	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	Evidence for	No evidence	Evidence for
44	zgarfield	Case	Igbo	"The continuous line of Obis descended from Obi Chimedie gives the impression that this lineage virtually controlled the succession and had converted it into one of descent from father to son; tradition does not relate whether at the successions of these Obis other lines in Umuezearoli and Umudei put forward any candidates. Then, on the death of Obi Akazue, a conflict arose over the succession which ended in civil war. The two candidates were both from Umuezearoli, namely Diali, the son of Obi Akazue of the line of Chimedie, and Enendu of the collateral line of Diakanyo. The Chimedie line could represent Enendu's claim as contravening the convention of descent from father to son and as an attempt to weaken the unity of the Umuezearoli dynasty as against the opposing dynasty of Umudei, and they asked Enendu to withdraw in the interests of dynastic unity. It would have been more politic for Enendu to have done so but he refused and claimed the right as a descendant of Ezechima to contest the Obiship. This led to the civil war. The majority of Onitsha people supported Diali, who emerged the victor but died soon after. The Diakanyo lineage lost many lives in the fighting and were in no position to recontest the succession. Holding Enendu responsible for their losses, they told him to commit suicide, which he did, and Diali was succeeded by his brother Anazonwu."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence for	Evidence for	No evidence	Evidence for
44	syme	Case	Igbo	"The continuous line of Obis descended from Obi Chimedie gives the impression that this lineage virtually controlled the succession and had converted it into one of descent from father to son; tradition does not relate whether at the successions of these Obis other lines in Umuezearoli and Umudei put forward any candidates. Then, on the death of Obi Akazue, a conflict arose over the succession which ended in civil war. The two candidates were both from Umuezearoli, namely Diali, the son of Obi Akazue of the line of Chimedie, and Enendu of the collateral line of Diakanyo. The Chimedie line could represent Enendu's claim as contravening the convention of descent from father to son and as an attempt to weaken the unity of the Umuezearoli dynasty as against the opposing dynasty of Umudei, and they asked Enendu to withdraw in the interests of dynastic unity. It would have been more politic for Enendu to have done so but he refused and claimed the right as a descendant of Ezechima to contest the Obiship. This led to the civil war. The majority of Onitsha people supported Diali, who emerged the victor but died soon after. The Diakanyo lineage lost many lives in the fighting and were in no position to recontest the succession. Holding Enendu responsible for their losses, they told him to commit suicide, which he did, and Diali was succeeded by his brother Anazonwu."	Evidence for	No evidence	Evidence for	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence for	Evidence for
557	zgarfield	Cultural model	Bengali	"Tambiah writes, op. cit., p. 65: ""&mldr; the 'gift of a virgin' accompanied by dowry appears to be associated with the ideal of monogamy, an ideal that is symbolized in the notion of a husband and wife being a united, inseparable pair which reached its ultimate elaboration in the institution of suttee (the widow burning herself on her husband's pyre)."""	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
557	syme	Cultural model	Bengali	"Tambiah writes, op. cit., p. 65: ""&mldr; the 'gift of a virgin' accompanied by dowry appears to be associated with the ideal of monogamy, an ideal that is symbolized in the notion of a husband and wife being a united, inseparable pair which reached its ultimate elaboration in the institution of suttee (the widow burning herself on her husband's pyre)."""	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	Evidence for	No evidence	No evidence	No evidence
558	zgarfield	Cultural model	Bengali	"(7) The Hindu concept of shakti refers to the spiritual energy of women, often associated with their power of self-abnegation and suffering. The extreme expression of this belief seems once to have been the ideological basis for the custom of ""widow burning"" or sati (Chaki-Sircar 1980). This form of suicide was looked upon as the greatest expression of self-sacrifice a woman could make to honor her dead husband. The suffering of present-day widows is the legacy of sati, but instead of physical death, women have now accepted ""social death"" (see Chaki-Sircar 1980)."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
558	syme	Cultural model	Bengali	"(7) The Hindu concept of shakti refers to the spiritual energy of women, often associated with their power of self-abnegation and suffering. The extreme expression of this belief seems once to have been the ideological basis for the custom of ""widow burning"" or sati (Chaki-Sircar 1980). This form of suicide was looked upon as the greatest expression of self-sacrifice a woman could make to honor her dead husband. The suffering of present-day widows is the legacy of sati, but instead of physical death, women have now accepted ""social death"" (see Chaki-Sircar 1980)."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence
563	zgarfield	Case	Okinawans	"The absence of any martial spirit save where infrequently inculcated by the Japanese was particularly apparent in the battle for Okinawa during World War II, when virtually every Japanese fought until killed or committed suicide while Okinawans were not averse to surrender when they could."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	Evidence for	No evidence
563	syme	Case	Okinawans	"The absence of any martial spirit save where infrequently inculcated by the Japanese was particularly apparent in the battle for Okinawa during World War II, when virtually every Japanese fought until killed or committed suicide while Okinawans were not averse to surrender when they could."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence for	No evidence
52	zgarfield	Case	Nuer	"Whether the family of the wife will support her depends on a variety of circumstances and a combination of all matters which are conventionally regarded as grounds for divorce. They may agree with her if her husband not only persistently ill-treats her but also is lax in his duties towards them or does not approach them with the respect (thek) which is due to relatives-in-law. If he has paid substantial bridewealth for her, it is, of course, in their interests that the marriage should continue, but this may be outweighed by other considerations. It is their desire too that a daughter of the house should have children, though their feeling in this respect is not so intense as that of the husband's family. Her children, although legally placed in the patrilineal lineage of their father, will be an asset to the maternal line. We have seen that in the marriage a substantial part of the bridewealth goes to the maternal kin, and the matter of the husband's potency is therefore of practical concern to them. Moreover the final consideration which will often compel them to seek a divorce, whatever the difficulties and inconveniences to themselves, is the fear that she will run away to some other part of the country, in which case they may lose not only the cattle of this marriage but the possibility of getting others from her remarriage. In extreme cases she may even commit suicide. (1) (1) This is not common, but I have known several cases, and in one instance a woman attempted to hang herself from a tree under which I was sitting in an official capacity. The intention, however, may not have been serious, but merely to draw my attention to her grievances."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence against	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	No evidence	Evidence for
52	syme	Case	Nuer	"Whether the family of the wife will support her depends on a variety of circumstances and a combination of all matters which are conventionally regarded as grounds for divorce. They may agree with her if her husband not only persistently ill-treats her but also is lax in his duties towards them or does not approach them with the respect (thek) which is due to relatives-in-law. If he has paid substantial bridewealth for her, it is, of course, in their interests that the marriage should continue, but this may be outweighed by other considerations. It is their desire too that a daughter of the house should have children, though their feeling in this respect is not so intense as that of the husband's family. Her children, although legally placed in the patrilineal lineage of their father, will be an asset to the maternal line. We have seen that in the marriage a substantial part of the bridewealth goes to the maternal kin, and the matter of the husband's potency is therefore of practical concern to them. Moreover the final consideration which will often compel them to seek a divorce, whatever the difficulties and inconveniences to themselves, is the fear that she will run away to some other part of the country, in which case they may lose not only the cattle of this marriage but the possibility of getting others from her remarriage. In extreme cases she may even commit suicide. (1) (1) This is not common, but I have known several cases, and in one instance a woman attempted to hang herself from a tree under which I was sitting in an official capacity. The intention, however, may not have been serious, but merely to draw my attention to her grievances."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence for	Evidence for	No evidence	Evidence for	No evidence	No evidence	Evidence against	No evidence	No evidence	Evidence for	Evidence for	No evidence	No evidence
53	zgarfield	Case	Ovimbundu	"The quarrel had begun with the proposed marriage of Anna, a step-daughter of Guilherme, and a member of his household, to Luciano, a son of the former chief Simbwyikoka and an inhabitant of the latter's village. Guilherme had no effective religious affiliation but Anna had been baptized as a Catholic, her godmother being Maria, the wife of Paulo. Luciano on the other hand was the elder of the Protestant catechetical school in Simbwyikoka village. Paulo therefore intervened to stop the marriage in accordance with the rule made by the Catholic missions against marriage with non-Catholics.... Towards the end of the argument Luciano (the former fianc of Anna) and Jeremias (the Protestant catechist from Simbwyikoka) came to the priest to ask for the repayment of the bridewealth. On the 25th Lusase, the chief of Gumba, happened to visit [p. 131] Epalanga. Told what had happened, he said that he would keep out of it, and that he had advised Guilherme to live elsewhere. In the afternoon of the same day, as heavy rain was falling, a number of people ran up and bounded on to my veranda. These included Anna, another girl (I think a sister of hers) both rather frightened, Simbwyikoka, Luciano, Paulo and some others. Anna said that Simbwyikoka was a sorcerer (3) and would kill her, and sooner than be killed by sorcery she would jump in the river. Simbwyikoka and Luciano had come to Epalanga to try and recover the 250 escudos which had been paid over in bridewealth. The catechist tried to intervene saying 'The catechist is the chief4 of everybody in the village', but nobody paid any attention to him. Eventually, as the girl continued to threaten to jump in the river, I contributed 200 escudos, and so those involved left satisfied."	Evidence for	No evidence	No evidence	Evidence for	Evidence for	Evidence against	Evidence for	Evidence against	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence for	No evidence	Evidence for	Evidence for	No evidence	Evidence for
53	syme	Case	Ovimbundu	"The quarrel had begun with the proposed marriage of Anna, a step-daughter of Guilherme, and a member of his household, to Luciano, a son of the former chief Simbwyikoka and an inhabitant of the latter's village. Guilherme had no effective religious affiliation but Anna had been baptized as a Catholic, her godmother being Maria, the wife of Paulo. Luciano on the other hand was the elder of the Protestant catechetical school in Simbwyikoka village. Paulo therefore intervened to stop the marriage in accordance with the rule made by the Catholic missions against marriage with non-Catholics.... Towards the end of the argument Luciano (the former fianc of Anna) and Jeremias (the Protestant catechist from Simbwyikoka) came to the priest to ask for the repayment of the bridewealth. On the 25th Lusase, the chief of Gumba, happened to visit [p. 131] Epalanga. Told what had happened, he said that he would keep out of it, and that he had advised Guilherme to live elsewhere. In the afternoon of the same day, as heavy rain was falling, a number of people ran up and bounded on to my veranda. These included Anna, another girl (I think a sister of hers) both rather frightened, Simbwyikoka, Luciano, Paulo and some others. Anna said that Simbwyikoka was a sorcerer (3) and would kill her, and sooner than be killed by sorcery she would jump in the river. Simbwyikoka and Luciano had come to Epalanga to try and recover the 250 escudos which had been paid over in bridewealth. The catechist tried to intervene saying 'The catechist is the chief4 of everybody in the village', but nobody paid any attention to him. Eventually, as the girl continued to threaten to jump in the river, I contributed 200 escudos, and so those involved left satisfied."	Evidence for	No evidence	No evidence	Evidence for	Evidence for	Evidence against	Evidence for	Evidence against	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence for	No evidence	Evidence for	No evidence	No evidence	No evidence
54	zgarfield	Case	Ovimbundu	"About noon the next day I found that Paulo and the catechist had returned to Epalanga and heard from them what had happened. On the way Guilherme had declared that his violent temper was to blame in having so many people arrested, apologized, and promised to go to another village. He pulled out a knife and threatened to commit suicide if this proposal was not accepted. This appeal was directed mainly to the catechist, and was reinforced by Guilherme's wife, who also threatened suicide and appealed to the catechist's feelings by pointing out that she had had two of her children baptized. This was accepted, and accordingly all turned back to the village except for Guilherme, Bartolomeu, his son Eugenio, and Wasuka's son Kuseka. Eugenio and Kuseka had been arrested for not paying taxes, a matter of more interest to the chefe than the village brawl for which the others had been arrested. Eugenio and Kuseka were considered by the chefe not to be yet old enough for payment of tax, and Guilherme produced some [p. 133] story to explain the non-appearance of the others which satisfied the chefe."	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	Evidence for	Evidence for
54	syme	Case	Ovimbundu	"About noon the next day I found that Paulo and the catechist had returned to Epalanga and heard from them what had happened. On the way Guilherme had declared that his violent temper was to blame in having so many people arrested, apologized, and promised to go to another village. He pulled out a knife and threatened to commit suicide if this proposal was not accepted. This appeal was directed mainly to the catechist, and was reinforced by Guilherme's wife, who also threatened suicide and appealed to the catechist's feelings by pointing out that she had had two of her children baptized. This was accepted, and accordingly all turned back to the village except for Guilherme, Bartolomeu, his son Eugenio, and Wasuka's son Kuseka. Eugenio and Kuseka had been arrested for not paying taxes, a matter of more interest to the chefe than the village brawl for which the others had been arrested. Eugenio and Kuseka were considered by the chefe not to be yet old enough for payment of tax, and Guilherme produced some [p. 133] story to explain the non-appearance of the others which satisfied the chefe."	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence for	No evidence	Evidence for	No evidence	Evidence for	No evidence
56	zgarfield	Case	Ovimbundu	"Similarly, in 1920 soba Mabongo of Huambo, who had long been an ally of the Portuguese (refusing to join in the 1902 war), and who was well respected by the local merchants, was driven to commit suicide because he was unable to send the number of contract workers which the chefe had ordered, and he could not face the popular scorn of the villagers who ridiculed him for his collaboration.116 In 1926, six years after his suicide, the local people remembered him as a man who had sold out to the Portuguese.117"	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for
56	syme	Case	Ovimbundu	"Similarly, in 1920 soba Mabongo of Huambo, who had long been an ally of the Portuguese (refusing to join in the 1902 war), and who was well respected by the local merchants, was driven to commit suicide because he was unable to send the number of contract workers which the chefe had ordered, and he could not face the popular scorn of the villagers who ridiculed him for his collaboration.116 In 1926, six years after his suicide, the local people remembered him as a man who had sold out to the Portuguese.117"	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for
57	zgarfield	Case	Ovimbundu	"One prince of Mbailundu, Kalandula, committed suicide after an unsuccessful struggle against his noble subordinates was also very friendly to the Portuguese.84"	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence for	Evidence for
57	syme	Case	Ovimbundu	"One prince of Mbailundu, Kalandula, committed suicide after an unsuccessful struggle against his noble subordinates was also very friendly to the Portuguese.84"	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
570	zgarfield	Cultural model	Rungus Dusun	The inhibition of aggression in Rungus society does have the consequence of producing an intropunitive modal personality (see Appell 1966). And this is manifested in threats of suicide when an individual finds himself frustrated in achieving his goals or believes that he or she has not been given sufficient consideration or respect. And actual suicides do occur.	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	No evidence	Evidence for
570	syme	Cultural model	Rungus Dusun	The inhibition of aggression in Rungus society does have the consequence of producing an intropunitive modal personality (see Appell 1966). And this is manifested in threats of suicide when an individual finds himself frustrated in achieving his goals or believes that he or she has not been given sufficient consideration or respect. And actual suicides do occur.	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
575	zgarfield	Case	Maya	"Landa states in his defense that his friars killed or maimed no one intentionally, and that many natives ""hung themselves in the bush and uninhabited sites and hidden places in order not to give [up] the idols nor abandon their evil ways as two or three did [hang themselves] in the province of Sotuta and as many more in that of Mani in the Pueblo of Tekax and Pustuniche."""	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence against	No evidence	Evidence for
575	syme	Case	Maya	"Landa states in his defense that his friars killed or maimed no one intentionally, and that many natives ""hung themselves in the bush and uninhabited sites and hidden places in order not to give [up] the idols nor abandon their evil ways as two or three did [hang themselves] in the province of Sotuta and as many more in that of Mani in the Pueblo of Tekax and Pustuniche."""	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence
576	zgarfield	Cultural model	Maya	"Souls of the very bad go directly to metnal, which is the home of the demons and lies beneath the earth. All sorcerers go there, for they have made a pact with the devil and have sold him their souls for their special black art. Those that know love philters, or can change themselves into animals, those that can send evil magic into others, and all those that have uncanny ability at anything--prestidigitation, bull-fighting, or even needlework--have made the dreadful pact. Suicides go straight to metnal, and therefore some advise that they be buried face downward, looking toward metnal."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
576	syme	Cultural model	Maya	"Souls of the very bad go directly to metnal, which is the home of the demons and lies beneath the earth. All sorcerers go there, for they have made a pact with the devil and have sold him their souls for their special black art. Those that know love philters, or can change themselves into animals, those that can send evil magic into others, and all those that have uncanny ability at anything--prestidigitation, bull-fighting, or even needlework--have made the dreadful pact. Suicides go straight to metnal, and therefore some advise that they be buried face downward, looking toward metnal."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
577	zgarfield	Cultural model	Maya	"He who injures a tortoise is thereafter accursed; he is fatally drawn to water and one day he will hurl himself into the cenote. At its bottom a tortoise of enormous size blocks passage through a deep hole, spiral like a snail-shell. Through this the suicide must pass until he reaches a place where an old man and an old woman rest under a bower of chayote. When these two see the new arrival, they hasten to capture him, substituting for him a banana sprout, which, assuming the likeness of the accursed one, on the third day rises to the surface of the water. Meanwhile the damned man suffers cruel torments. When he grows fat devils devour him, leaving only a skeleton that time and again puts forth new flesh that is in turn devoured."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for
577	syme	Cultural model	Maya	"He who injures a tortoise is thereafter accursed; he is fatally drawn to water and one day he will hurl himself into the cenote. At its bottom a tortoise of enormous size blocks passage through a deep hole, spiral like a snail-shell. Through this the suicide must pass until he reaches a place where an old man and an old woman rest under a bower of chayote. When these two see the new arrival, they hasten to capture him, substituting for him a banana sprout, which, assuming the likeness of the accursed one, on the third day rises to the surface of the water. Meanwhile the damned man suffers cruel torments. When he grows fat devils devour him, leaving only a skeleton that time and again puts forth new flesh that is in turn devoured."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
