id	coder	content_type	culture	extract	Acquired_ability	Afterlife	Age	Cause	Cause_type	Childhood_adversity	Childhood_adversity_type	Conflict	Conflict_description	Cultural_evaluation	Emic_Etic_Model	Evidence_Mental_Illness	Evidence_of_burdensomeness	Family_History_MI	Family_History_SB	Fantasy_irrational_thought	Fitness_threat	Forgiveness	High_RP	Hoplessness	Knowledge_type_Model	Lethality_n_attempt	Low_RP	Low_level_thinking	Low_self_esteem	MI_family_member	MI_type_family	MI_type_victim	Married	Method	Motive	Motive_better_off_kin	Motive_escape	Motive_harm_others	Motive_leverage	Motive_make_others_better_off	Outcome_better_off	Outcome_change	Outcome_others_harmed	Painful_affect	Passivity	Reduced_inhibition	SA_age	SA_relationship	SA_sex	SB_family_member	Sense_of_burdensomeness	Sex	Target	Target_fitness	Thwarted_belongingness	Traumatic_events	Type_of_SB	age_exact	aggression	ailment_type	ailments	behavioral	case_score	childhood_adversity_description	cognitive	concomitants	dependents	emotional	evidence_hoplessness	family_history	funerary_body	funerary_rites	group_size	mental_illness	outcome	phys_ailments	powerlessness	public_private	ritualized	social_isolation	social_status	type_of_account
424	syme	Cultural model	Tikopia	"Thefafine ariki of Marinoa [chiefly female], I was told, does not marry, neither does she take lovers. ""She lives properly."" And when she gets older, it is the custom for her to swim out to sea and commit suicide. Why? ""Her mind is like this: shall she live thus always? She will stop and grow old, and there will be no son to look after her. ""So she commits suicide."	No evidence	x	elderly	"Thefafine ariki of Marinoa [chiefly female], I was told, does not marry, neither does she take lovers. ""She lives properly."" And when she gets older, it is the custom for her to swim out to sea and commit suicide. Why? ""Her mind is like this: shall she live thus always? She will stop and grow old, and there will be no son to look after her. ""So she commits suicide."	other	No evidence	na	No evidence	x	approvingly,unknown	emic	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	Evidence against	subject_to_elements	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	x	na	na	Evidence for	female	x	No evidence		no evidence	completion	x	No evidence	na	no evidence of ailme	x	x	x	x	x	no	x	x	x	x	not stated	1	x	x	x	No evidence	na	yes	Evidence for	high	na
425	zgarfield	Cultural model	Tikopia	Sometimes, with hope of life still strong, the man endeavours by sailing or by paddling to preserve himself, with the faint prospect of eventually reaching another island. As a rule, however, the natives say, he abandons himself to his fate, and either allows himself to drift on the ocean till he perishes of thirst, or is overwhelmed by the waves, or takes the initiative and slips overboard to meet his death in the maw of a hungry shark. To be eaten by these monsters of the deep is in fact regarded by the Tikopia as the normal conclusion to being set adrift in this manner. In suicide the same procedure is followed. Voluntary self destruction and the punishment of crime are intimately connected, since when a serious offence has been committed the guilty person often anticipates the sentence by setting off in a canoe on his own initiative. It is worthy of remark that in this case the vessel is often not his own. Women commit suicide or, in rare instances, suffer punishment by swimming out to sea. Unlike the men they do not go out to meet their fate in a canoe: such is not the custom. On this account their end is more speedy, though hardly more certain: sooner or later, the natives think, the shark gets his prey.	No evidence	x	adult	To be eaten by these monsters of the deep is in fact regarded by the Tikopia as the normal conclusion to being set adrift in this manner. In suicide the same procedure is followed. Voluntary self destruction and the punishment of crime are intimately connected, since when a serious offence has been committed the guilty person often anticipates the sentence by setting off in a canoe on his own initiative. It is worthy of remark that in this case the vessel is often not his own.	accus_commit wrongdo	No evidence	na	Evidence for	To be eaten by these monsters of the deep is in fact regarded by the Tikopia as the normal conclusion to being set adrift in this manner. In suicide the same procedure is followed. Voluntary self destruction and the punishment of crime are intimately connected, since when a serious offence has been committed the guilty person often anticipates the sentence by setting off in a canoe on his own initiative. It is worthy of remark that in this case the vessel is often not his own.	unknown	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	unknown	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	subject_to_elements	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	adult	multiple social doma	unknown	na	No evidence	both		No evidence	Evidence for	no evidence	completion	x	No evidence	na	no evidence of ailme	x		x	x		na	x	x	x	x	not stated	1	x	It is worthy of remark that in this case the vessel is often not his own. Women commit suicide or, in rare instances, suffer punishment by swimming out to sea. Unlike the men they do not go out to meet their fate in a canoe: such is not the custom. On this account their end is more speedy, though hardly more certain: sooner or later, the natives think, the shark gets his prey.	x	No evidence	unknown	no	No evidence		na
425	syme	Cultural model	Tikopia	Sometimes, with hope of life still strong, the man endeavours by sailing or by paddling to preserve himself, with the faint prospect of eventually reaching another island. As a rule, however, the natives say, he abandons himself to his fate, and either allows himself to drift on the ocean till he perishes of thirst, or is overwhelmed by the waves, or takes the initiative and slips overboard to meet his death in the maw of a hungry shark. To be eaten by these monsters of the deep is in fact regarded by the Tikopia as the normal conclusion to being set adrift in this manner. In suicide the same procedure is followed. Voluntary self destruction and the punishment of crime are intimately connected, since when a serious offence has been committed the guilty person often anticipates the sentence by setting off in a canoe on his own initiative. It is worthy of remark that in this case the vessel is often not his own. Women commit suicide or, in rare instances, suffer punishment by swimming out to sea. Unlike the men they do not go out to meet their fate in a canoe: such is not the custom. On this account their end is more speedy, though hardly more certain: sooner or later, the natives think, the shark gets his prey.	No evidence	x	unknown	Sometimes, with hope of life still strong, the man endeavours by sailing or by paddling to preserve himself, with the faint prospect of eventually reaching another island. As a rule, however, the natives say, he abandons himself to his fate, and either allows himself to drift on the ocean till he perishes of thirst, or is overwhelmed by the waves, or takes the initiative and slips overboard to meet his death in the maw of a hungry shark. To be eaten by these monsters of the deep is in fact regarded by the Tikopia as the normal conclusion to being set adrift in this manner. In suicide the same procedure is followed. Voluntary self destruction and the punishment of crime are intimately connected, since when a serious offence has been committed the guilty person often anticipates the sentence by setting off in a canoe on his own initiative. It is worthy of remark that in this case the vessel is often not his own. Women commit suicide or, in rare instances, suffer punishment by swimming out to sea. Unlike the men they do not go out to meet their fate in a canoe: such is not the custom. On this account their end is more speedy, though hardly more certain: sooner or later, the natives think, the shark gets his prey.	accus_commit wrongdo	No evidence	na	No evidence	x	unknown	emic	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	subject_to_elements	Voluntary self destruction and the punishment of crime are intimately connected, since when a serious offence has been committed the guilty person often anticipates the sentence by setting off in a canoe on his own initiative. 	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	social group	na	na	Evidence for	more often men	x	No evidence		no evidence	completion	x	No evidence	na	no evidence of ailme	x	x	x	x	x	unknown	x	x	x	x	not stated	1	x	x	x	Evidence for	unknown	unknown	Evidence for	low,unknown	na
426	zgarfield	Case	Tikopia	"A few years ago a dramatic incident occurred which illustrates both the sacredness of the rite and the dread which is entertained of the atua by the people at large. The bearers were carrying the stone down to the beach for its customary cleansing when they noticed that someone - probably a child - had deposited excrement in the path. Since this would have been defiling to the atua they turned aside from the sacred track, and went along by the house of Niukapu which stood near. In due course they returned, and the kava was prepared. As the ritual was being performed the chief and the people were astounded to hear a succession of whoops from the direction of the shore. ""Iefu!"" ""Iefu!"" ""Iefu!"" Several men at once seized their axes and ran down in anger, to find out who it was who had dared to violate the sanctity of the occasion in this challenging fashion. They discovered the culprit, Pa Niukapu, outside his house. Raising their axes to strike, they lashed him with their tongues. To their abuse and reproaches the offender answered not a word but sat with bowed head, and wailed. At last he said, ""Launch my canon; I am going to sea"" - a notification that he would commit suicide in expiation of his offence. Then the Ariki Kafika had sympathy for him since in times long past the ancestor of Pa Niukapu, a famous navigator, had perished at sea in the same canoe as his nephew, the ancestor of the Ariki Kafika. The traditional saying is ""Te kerekere o te Ariki, ne poi ma ko ia"" ""The earth of the chief, who went with him,"" meaning that he supported the chief by his presence in his last moments, and accompanied him to his ocean grave. This ancestral link still counts for much, and was responsible for the lenient atitude of the Ariki on this occasion. Instead of confirming the intention of suicide he said ""No! we are angry because you have whooped like this; but there is no need to go out to sea"". Finally after more talk the party returned and finished their rites. Later, after the group dispersed, the Ariki and Pa Porima sat on at Takarito. Then came Pa Koroatu the brother of Pa Niukapu, and Vaitere, his son, with gifts of bananas and breadfruit to the chief. Crawling to him along the ground, they pressed their noses to his knee, as the custom is, in token of their humility. ""The one fool in Tikopia,"" said Pa Koroatu of his brother. The apology and the present were accepted by the Ariki, and the incident was tacitly buried."	No evidence	x	adult	"As the ritual was being performed the chief and the people were astounded to hear a succession of whoops from the direction of the shore. ""Iefu!"" ""Iefu!"" ""Iefu!"" Several men at once seized their axes and ran down in anger, to find out who it was who had dared to violate the sanctity of the occasion in this challenging fashion. They discovered the culprit, Pa Niukapu, outside his house. Raising their axes to strike, they lashed him with their tongues. To their abuse and reproaches the offender answered not a word but sat with bowed head, and wailed. At last he said, ""Launch my canon; I am going to sea"" - a notification that he would commit suicide in expiation of his offence"	accus_commit wrongdo	No evidence	na	Evidence for	"As the ritual was being performed the chief and the people were astounded to hear a succession of whoops from the direction of the shore. ""Iefu!"" ""Iefu!"" ""Iefu!"" Several men at once seized their axes and ran down in anger, to find out who it was who had dared to violate the sanctity of the occasion in this challenging fashion. They discovered the culprit, Pa Niukapu, outside his house. Raising their axes to strike, they lashed him with their tongues. To their abuse and reproaches the offender answered not a word but sat with bowed head, and wailed. At last he said, ""Launch my canon; I am going to sea"" - a notification that he would commit suicide in expiation of his offence"	disapprovingly	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	Evidence for	No evidence	No evidence	No evidence	na	na	na	No evidence	subject_to_elements	"At last he said, ""Launch my canon; I am going to sea"" - a notification that he would commit suicide in expiation of his offence. "	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	adult	multiple social doma	unknown	na	No evidence	male		No evidence	Evidence for	no evidence	threat	x	No evidence	na	no evidence of ailme	x		x	x		unknown	x	x	x	x	not stated	1	x	"Then the Ariki Kafika had sympathy for him since in times long past the ancestor of Pa Niukapu, a famous navigator, had perished at sea in the same canoe as his nephew, the ancestor of the Ariki Kafika. The traditional saying is ""Te kerekere o te Ariki, ne poi ma ko ia"" ""The earth of the chief, who went with him,"" meaning that he supported the chief by his presence in his last moments, and accompanied him to his ocean grave. This ancestral link still counts for much, and was responsible for the lenient atitude of the Ariki on this occasion. Instead of confirming the intention of suicide he said ""No! we are angry because you have whooped like this; but there is no need to go out to sea"""	x	No evidence	public	yes	Evidence against		firsthand
426	syme	Case	Tikopia	"A few years ago a dramatic incident occurred which illustrates both the sacredness of the rite and the dread which is entertained of the atua by the people at large. The bearers were carrying the stone down to the beach for its customary cleansing when they noticed that someone - probably a child - had deposited excrement in the path. Since this would have been defiling to the atua they turned aside from the sacred track, and went along by the house of Niukapu which stood near. In due course they returned, and the kava was prepared. As the ritual was being performed the chief and the people were astounded to hear a succession of whoops from the direction of the shore. ""Iefu!"" ""Iefu!"" ""Iefu!"" Several men at once seized their axes and ran down in anger, to find out who it was who had dared to violate the sanctity of the occasion in this challenging fashion. They discovered the culprit, Pa Niukapu, outside his house. Raising their axes to strike, they lashed him with their tongues. To their abuse and reproaches the offender answered not a word but sat with bowed head, and wailed. At last he said, ""Launch my canon; I am going to sea"" - a notification that he would commit suicide in expiation of his offence. Then the Ariki Kafika had sympathy for him since in times long past the ancestor of Pa Niukapu, a famous navigator, had perished at sea in the same canoe as his nephew, the ancestor of the Ariki Kafika. The traditional saying is ""Te kerekere o te Ariki, ne poi ma ko ia"" ""The earth of the chief, who went with him,"" meaning that he supported the chief by his presence in his last moments, and accompanied him to his ocean grave. This ancestral link still counts for much, and was responsible for the lenient atitude of the Ariki on this occasion. Instead of confirming the intention of suicide he said ""No! we are angry because you have whooped like this; but there is no need to go out to sea"". Finally after more talk the party returned and finished their rites. Later, after the group dispersed, the Ariki and Pa Porima sat on at Takarito. Then came Pa Koroatu the brother of Pa Niukapu, and Vaitere, his son, with gifts of bananas and breadfruit to the chief. Crawling to him along the ground, they pressed their noses to his knee, as the custom is, in token of their humility. ""The one fool in Tikopia,"" said Pa Koroatu of his brother. The apology and the present were accepted by the Ariki, and the incident was tacitly buried."	No evidence	x	adult,unknown	"A few years ago a dramatic incident occurred which illustrates both the sacredness of the rite and the dread which is entertained of the atua by the people at large. The bearers were carrying the stone down to the beach for its customary cleansing when they noticed that someone - probably a child - had deposited excrement in the path. Since this would have been defiling to the atua they turned aside from the sacred track, and went along by the house of Niukapu which stood near. In due course they returned, and the kava was prepared. As the ritual was being performed the chief and the people were astounded to hear a succession of whoops from the direction of the shore. ""Iefu!"" ""Iefu!"" ""Iefu!"" Several men at once seized their axes and ran down in anger, to find out who it was who had dared to violate the sanctity of the occasion in this challenging fashion. They discovered the culprit, Pa Niukapu, outside his house. Raising their axes to strike, they lashed him with their tongues. To their abuse and reproaches the offender answered not a word but sat with bowed head, and wailed. At last he said, ""Launch my canon; I am going to sea"" - a notification that he would commit suicide in expiation of his offence. Then the Ariki Kafika had sympathy for him since in times long past the ancestor of Pa Niukapu, a famous navigator, had perished at sea in the same canoe as his nephew, the ancestor of the Ariki Kafika. The traditional saying is ""Te kerekere o te Ariki, ne poi ma ko ia"" ""The earth of the chief, who went with him,"" meaning that he supported the chief by his presence in his last moments, and accompanied him to his ocean grave. This ancestral link still counts for much, and was responsible for the lenient atitude of the Ariki on this occasion. Instead of confirming the intention of suicide he said ""No! we are angry because you have whooped like this; but there is no need to go out to sea"". Finally after more talk the party returned and finished their rites. Later, after the group dispersed, the Ariki and Pa Porima sat on at Takarito. Then came Pa Koroatu the brother of Pa Niukapu, and Vaitere, his son, with gifts of bananas and breadfruit to the chief. Crawling to him along the ground, they pressed their noses to his knee, as the custom is, in token of their humility. ""The one fool in Tikopia,"" said Pa Koroatu of his brother. The apology and the present were accepted by the Ariki, and the incident was tacitly buried."	interpersonal confli,accus_commit wrongdo	No evidence	na	Evidence for	"A few years ago a dramatic incident occurred which illustrates both the sacredness of the rite and the dread which is entertained of the atua by the people at large. The bearers were carrying the stone down to the beach for its customary cleansing when they noticed that someone - probably a child - had deposited excrement in the path. Since this would have been defiling to the atua they turned aside from the sacred track, and went along by the house of Niukapu which stood near. In due course they returned, and the kava was prepared. As the ritual was being performed the chief and the people were astounded to hear a succession of whoops from the direction of the shore. ""Iefu!"" ""Iefu!"" ""Iefu!"" Several men at once seized their axes and ran down in anger, to find out who it was who had dared to violate the sanctity of the occasion in this challenging fashion. They discovered the culprit, Pa Niukapu, outside his house. Raising their axes to strike, they lashed him with their tongues. To their abuse and reproaches the offender answered not a word but sat with bowed head, and wailed. At last he said, ""Launch my canon; I am going to sea"" - a notification that he would commit suicide in expiation of his offence. Then the Ariki Kafika had sympathy for him since in times long past the ancestor of Pa Niukapu, a famous navigator, had perished at sea in the same canoe as his nephew, the ancestor of the Ariki Kafika. The traditional saying is ""Te kerekere o te Ariki, ne poi ma ko ia"" ""The earth of the chief, who went with him,"" meaning that he supported the chief by his presence in his last moments, and accompanied him to his ocean grave. This ancestral link still counts for much, and was responsible for the lenient atitude of the Ariki on this occasion. Instead of confirming the intention of suicide he said ""No! we are angry because you have whooped like this; but there is no need to go out to sea"". Finally after more talk the party returned and finished their rites. Later, after the group dispersed, the Ariki and Pa Porima sat on at Takarito. Then came Pa Koroatu the brother of Pa Niukapu, and Vaitere, his son, with gifts of bananas and breadfruit to the chief. Crawling to him along the ground, they pressed their noses to his knee, as the custom is, in token of their humility. ""The one fool in Tikopia,"" said Pa Koroatu of his brother. The apology and the present were accepted by the Ariki, and the incident was tacitly buried."	unknown	na	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	subject_to_elements	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	Evidence for	No evidence	No evidence	adult	social partners	male	na	Evidence for	male	x	No evidence		no evidence	threat	x	No evidence	na	no evidence of ailme	x	5	x	x	x	unknown	wailing	x	x	x	not stated	1	x	"Instead of confirming the intention of suicide he said ""No! we are angry because you have whooped like this; but there is no need to go out to sea"". Finally after more talk the party returned and finished their rites. Later, after the group dispersed, the Ariki and Pa Porima sat on at Takarito. Then came Pa Koroatu the brother of Pa Niukapu, and Vaitere, his son, with gifts of bananas and breadfruit to the chief. Crawling to him along the ground, they pressed their noses to his knee, as the custom is, in token of their humility. ""The one fool in Tikopia,"" said Pa Koroatu of his brother. The apology and the present were accepted by the Ariki, and the incident was tacitly buried."	x	Evidence for	public	unknown	Evidence for	low,unknown	unknown
427	zgarfield	Cultural model	Tikopia	If a person struck his father, however, that would be too much. He would be expected to take a canoe and go out to sea, there to be lost--the favourite method of suicide. The father would wail for his son, then go out in search of him. If he found him, he would bring him back. If not, he might go on himself to meet death, or turn back to weep in his house and dwell there. This is a hypothetical procedure, advanced by my informants in reply to questioning, and not tested by observation, since I did not witness such a scene, nor could anyone tell me of an instance. The striking of father by son is indeed almost out of the realm of native social behaviour, since a violent reaction of the son against the father would lead him to suicide direct, as not infrequently happens. This is in fact the son's remedy against injustice, and the knowledge of it acts as a check upon temperamental fathers.	No evidence	x	young adult	 If a person struck his father, however, that would be too much. He would be expected to take a canoe and go out to sea, there to be lost--the favourite method of suicide	accus_commit wrongdo	No evidence	na	Evidence for	 If a person struck his father, however, that would be too much. He would be expected to take a canoe and go out to sea, there to be lost--the favourite method of suicide	disapprovingly	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence for	No evidence	unknown	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	subject_to_elements	x	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	adult	parents	male	na	No evidence	unknown		Evidence for	Evidence for	no evidence	attempt	x	Evidence for	na	no evidence of ailme	x		x	x		na	x	x	x	x	not stated	1	x	The father would wail for his son, then go out in search of him. If he found him, he would bring him back. If not, he might go on himself to meet death, or turn back to weep in his house and dwell there. 	x	No evidence	public	unknown	Evidence against		na
427	syme	Cultural model	Tikopia	If a person struck his father, however, that would be too much. He would be expected to take a canoe and go out to sea, there to be lost--the favourite method of suicide. The father would wail for his son, then go out in search of him. If he found him, he would bring him back. If not, he might go on himself to meet death, or turn back to weep in his house and dwell there. This is a hypothetical procedure, advanced by my informants in reply to questioning, and not tested by observation, since I did not witness such a scene, nor could anyone tell me of an instance. The striking of father by son is indeed almost out of the realm of native social behaviour, since a violent reaction of the son against the father would lead him to suicide direct, as not infrequently happens. This is in fact the son's remedy against injustice, and the knowledge of it acts as a check upon temperamental fathers.	No evidence	x	young adult	If a person struck his father, however, that would be too much. He would be expected to take a canoe and go out to sea, there to be lost--the favourite method of suicide. The father would wail for his son, then go out in search of him. If he found him, he would bring him back. If not, he might go on himself to meet death, or turn back to weep in his house and dwell there. This is a hypothetical procedure, advanced by my informants in reply to questioning, and not tested by observation, since I did not witness such a scene, nor could anyone tell me of an instance. The striking of father by son is indeed almost out of the realm of native social behaviour, since a violent reaction of the son against the father would lead him to suicide direct, as not infrequently happens. This is in fact the son's remedy against injustice, and the knowledge of it acts as a check upon temperamental fathers.	interpersonal confli	No evidence	na	Evidence for	If a person struck his father, however, that would be too much. He would be expected to take a canoe and go out to sea, there to be lost--the favourite method of suicide. The father would wail for his son, then go out in search of him. If he found him, he would bring him back. If not, he might go on himself to meet death, or turn back to weep in his house and dwell there. This is a hypothetical procedure, advanced by my informants in reply to questioning, and not tested by observation, since I did not witness such a scene, nor could anyone tell me of an instance. The striking of father by son is indeed almost out of the realm of native social behaviour, since a violent reaction of the son against the father would lead him to suicide direct, as not infrequently happens. This is in fact the son's remedy against injustice, and the knowledge of it acts as a check upon temperamental fathers.	unknown	emic	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	popular	No evidence	Evidence against	No evidence	No evidence	na	na	na	Evidence against	subject_to_elements	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence for	No evidence	No evidence	Evidence for	adult	father	male	na	Evidence for	male	x	Evidence for		no evidence	attempt,completion	x	Evidence for	na	no evidence of ailme	violence reactions	x	x	x	x	no	x	x	x	x	not stated	x	x	If a person struck his father, however, that would be too much. He would be expected to take a canoe and go out to sea, there to be lost--the favourite method of suicide. The father would wail for his son, then go out in search of him. If he found him, he would bring him back. If not, he might go on himself to meet death, or turn back to weep in his house and dwell there. This is a hypothetical procedure, advanced by my informants in reply to questioning, and not tested by observation, since I did not witness such a scene, nor could anyone tell me of an instance. The striking of father by son is indeed almost out of the realm of native social behaviour, since a violent reaction of the son against the father would lead him to suicide direct, as not infrequently happens. This is in fact the son's remedy against injustice, and the knowledge of it acts as a check upon temperamental fathers.	x	Evidence for	public	unknown	No evidence	average,unknown	na
428	zgarfield	Case	Tikopia	Another song is one composed by a man Pae Nu[unknown]a for his sister. She quarrelled with her mother and committed suicide by the usual Tikopia method of swimming out to sea. The song is a simple statement of fact, yet implicit in its affection, sympathy and regret. It runs: My sister, my nourisher, you have leapt into the ocean And you did not turn your head to shore You formed your idea, your foolish thought You went away that you might die.	No evidence	x	adult	She quarrelled with her mother and committed suicide by the usual Tikopia method of swimming out to sea. 	interpersonal confli	No evidence	na	Evidence for	She quarrelled with her mother and committed suicide by the usual Tikopia method of swimming out to sea. 	disapprovingly	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	subject_to_elements	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	adult	parents	female	na	No evidence	female		Evidence for	Evidence for	no evidence	completion	x	No evidence	na	no evidence of ailme	x	3	x	x		unknown	x	x	x	x	not stated	1	x	x	x	No evidence	unknown	no	Evidence against		firsthand
428	syme	Case	Tikopia	Another song is one composed by a man Pae Nu[unknown]a for his sister. She quarrelled with her mother and committed suicide by the usual Tikopia method of swimming out to sea. The song is a simple statement of fact, yet implicit in its affection, sympathy and regret. It runs: My sister, my nourisher, you have leapt into the ocean And you did not turn your head to shore You formed your idea, your foolish thought You went away that you might die.	No evidence	x	unknown	 Another song is one composed by a man Pae Nu[unknown]a for his sister. She quarrelled with her mother and committed suicide by the usual Tikopia method of swimming out to sea. The song is a simple statement of fact, yet implicit in its affection, sympathy and regret. It runs: My sister, my nourisher, you have leapt into the ocean And you did not turn your head to shore You formed your idea, your foolish thought You went away that you might die.	interpersonal confli	No evidence	na	Evidence for	 Another song is one composed by a man Pae Nu[unknown]a for his sister. She quarrelled with her mother and committed suicide by the usual Tikopia method of swimming out to sea. The song is a simple statement of fact, yet implicit in its affection, sympathy and regret. It runs: My sister, my nourisher, you have leapt into the ocean And you did not turn your head to shore You formed your idea, your foolish thought You went away that you might die.	unknown	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	subject_to_elements	x	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for	No evidence	No evidence	No evidence	adult	mother	female	na	No evidence	female	x	Evidence for		no evidence	completion	x	No evidence	na	no evidence of ailme	x	4	x	x	x	unknown	x	x	x	x	not stated	1	x	 Another song is one composed by a man Pae Nu[unknown]a for his sister. She quarrelled with her mother and committed suicide by the usual Tikopia method of swimming out to sea. The song is a simple statement of fact, yet implicit in its affection, sympathy and regret. It runs: My sister, my nourisher, you have leapt into the ocean And you did not turn your head to shore You formed your idea, your foolish thought You went away that you might die.	x	No evidence	public	unknown	No evidence	unknown	secondhand
429	zgarfield	Case	Tikopia	The curious case of Pu Sao illustrates this. In a g417athering of chiefs and other men of rank he broke wind very audibly. Overcome with shame he left them. Some days later he was found dead at the top of a coconut palm. He had committed suicide, not by hanging, a common method, but by impaling himself through the fundament on one of the hard dry spathes, sharply pointed, which are usually to be found there. In a list of original deaths that of Pu Sao should rank exceptionally high.	No evidence	x	adult	In a g417athering of chiefs and other men of rank he broke wind very audibly. Overcome with shame he left them. Some days later he was found dead at the top of a coconut palm. He had committed suicide, not by hanging, a common method, but by impaling himself through the fundament on one of the hard dry spathes, sharply pointed, which are usually to be found there.	interpersonal confli	No evidence	na	No evidence	In a g417athering of chiefs and other men of rank he broke wind very audibly. Overcome with shame he left them. Some days later he was found dead at the top of a coconut palm. He had committed suicide, not by hanging, a common method, but by impaling himself through the fundament on one of the hard dry spathes, sharply pointed, which are usually to be found there.	unknown	na	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	stabbing	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	adult	multiple social doma	male	na	No evidence	male		No evidence	Evidence for	no evidence	completion	x	No evidence	na	no evidence of ailme	x	4	x	x		unknown	shame	x	x	x	not stated	1	x	x	x	No evidence	private	no	No evidence		firsthand
429	syme	Case	Tikopia	The curious case of Pu Sao illustrates this. In a g417athering of chiefs and other men of rank he broke wind very audibly. Overcome with shame he left them. Some days later he was found dead at the top of a coconut palm. He had committed suicide, not by hanging, a common method, but by impaling himself through the fundament on one of the hard dry spathes, sharply pointed, which are usually to be found there. In a list of original deaths that of Pu Sao should rank exceptionally high.	No evidence	x	adult,unknown	The curious case of Pu Sao illustrates this. In a g417athering of chiefs and other men of rank he broke wind very audibly. Overcome with shame he left them. Some days later he was found dead at the top of a coconut palm. He had committed suicide, not by hanging, a common method, but by impaling himself through the fundament on one of the hard dry spathes, sharply pointed, which are usually to be found there. In a list of original deaths that of Pu Sao should rank exceptionally high.	other	No evidence	na	No evidence	x	unknown	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	Evidence against	No evidence	No evidence	No evidence	na	na	na	No evidence	stabbing	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	na	x	na	na	Evidence for	male	x	No evidence		no evidence	completion	1	No evidence	na	no evidence of ailme	x	4	x	x	x	unknown	shame	x	x	x	not stated	1	x	x	x	No evidence	private	unknown	No evidence	high	unknown
